text,label,source,split,context,topic,masked_text,original_label
If I make an exception for you then I'll have to make an exception for everyone,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,If MSK<0> make an MSK<1> for you then MSK<0> 'll have to make an MSK<1> for everyone,faulty generalization
"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"MSK<0> new way of obtaining informed consent helps prevent MSK<1> . MSK<0> chose the three therapists in our clinic who had MSK<2> and taught MSK<2> MSK<3> . The first month that MSK<2> started using MSK<3> , all three had significantly lower MSK<1> rates .",false causality
"We, the people, are going to work together to achieve justice, unity, and integrity.",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,"We , the people , are going to work together to achieve justice , unity , and integrity .",appeal to emotion
"Oh please, what do you know about labor laws? You don't even have a job.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"Oh please , what do MSK<0> know about labor laws ? MSK<0> do n't even have a job .",ad hominem
"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"Tim : Boss , MSK<0> heard MSK<1> side of the story why MSK<1> think MSK<2> should be fired and not MSK<1> . Now , MSK<1> am sure MSK<2> is going to come to MSK<0> with some pathetic attempt to weasel out of this lie that MSK<2> has created .",ad hominem
You can’t give me a C. I’ll lose my scholarship.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,You ca n’t give MSK<0> a C. MSK<0> ’ll lose MSK<0> scholarship .,appeal to emotion
"My opponent is an untrustworthy liar and an idiot. Therefore, you should believe me.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> opponent is an untrustworthy liar and an idiot . Therefore , you should believe MSK<0> .",ad hominem
"""In the business meeting, she proposed a new advertising plan for the dog food brand, but I found out she actually hates dogs. How can we trust her advertising skills?""",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,""" In the business meeting , MSK<0> proposed a new MSK<1> plan for the MSK<2> food brand , but I found out MSK<0> actually hates MSK<2> . How can we trust MSK<0> MSK<1> skills ? """,ad hominem
"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"MSK<0> guess MSK<0> should buy MSK<0> 12 year old daughter an iPhone . Everyone at MSK<1> school has one , and MSK<0> want MSK<1> to fit in with the other kids .",ad populum
"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it will probably help me understand my finances, too.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"The MSK<0> Investing for MSK<1> really MSK<5> better . The MSK<0> Chess for MSK<1> was written by the same author , was published by the same press , and costs about the same amount , so it will probably MSK<5> , too .",fallacy of logic
"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,""" Right when MSK<0> sneezed , the power went off . MSK<0> must 've caused the outage . "" Bragged Zohaw .",false causality
We can have Sally as our soldier or we can have Brittany be the queen of the kingdom.,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,MSK<0> can have Sally as MSK<0> soldier or MSK<0> can have Brittany be the queen of the kingdom .,false dilemma
"If we legalize marijuana, then more people will try heroin",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If we legalize MSK<0> , then more people will try MSK<0>",faulty generalization
"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"In MSK<0> paper , MSK<0> states "" Filthy , polluting hummers should be banned . "" Name that fallacy :",circular reasoning
The secretary claims that mining is doing more harm than good to the environment and to the people. The pro-mining politicians accused her of being anti-poor who values the life of a tree more than the life of miners whose only source of income is mining.,straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,The secretary claims that MSK<0> is doing more harm than good to the environment and to the people . The pro-mining politicians accused her of being anti-poor who values the MSK<1> of a tree more than the MSK<1> of MSK<0> whose only source of income is MSK<0> .,fallacy of extension
"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang , so it must be an effective operation .",fallacy of credibility
AttP 8: everyone having strict controls on firearms except the U.S.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,AttP 8 : everyone having strict controls on firearms except the U.S.,ad populum
"All stars are exploding balls of gas.
Miley Cyrus is a star.
Therefore, Miley Cyrus is an exploding ball of gas",other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,"All MSK<0> are MSK<2> of MSK<3> . MSK<4> is a MSK<0> . Therefore , MSK<4> is an MSK<2> of MSK<3>",equivocation
"Which fallacy literally means ""He did it himself?""",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"Which fallacy literally means "" MSK<0> did it MSK<0> ? """,fallacy of credibility
"""Everytime I wash my car it rains; therefore, washing my car makes it rain.""",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,""" Everytime MSK<0> MSK<1> MSK<0> MSK<3> ; therefore , MSK<1> MSK<0> makes MSK<3> . """,false causality
"Pamela says that she thinks that the class should do more service projects. Mark says he can't believe that Pamela doesn't support the annual school dance.
Pamela dice que ella piensa que la clase debería hacer más proyectos de servicio. Mark dice que no puede creer que Pamela no apoye el baile escolar anual",straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,MSK<0> says that MSK<0> thinks that the class should do more service projects . MSK<0> says MSK<0> ca n't believe that MSK<0> does n't support the annual school dance . MSK<0> MSK<1> MSK<2> ella piensa MSK<2> la clase debería hacer más proyectos de servicio . Mark MSK<1> MSK<2> no puede creer MSK<2> MSK<0> no apoye el baile escolar anual,fallacy of extension
"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials.",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,"MSK<0> are superior , because MSK<0> 're made from one hundred percent snakeskin , not synthetic materials .",fallacy of credibility
"""Do the best for your baby""  is an example of ...",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,""" Do the best for your baby "" is an example of ...",appeal to emotion
"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"When Squealer / Napoleon calls Snowball a ' traitor ' , and ' criminal '",ad hominem
Don't you want the best for your baby?,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,Do n't MSK<0> want the best for MSK<0> baby ?,appeal to emotion
Fatima sneezed and she caused a tsunami in Tokyo.,other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,MSK<0> sneezed and MSK<0> caused a tsunami in Tokyo .,false causality
You can either start using plastic straws or continue killing ocean life with plastic pollution.,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,You can either start using MSK<0> straws or continue killing ocean life with MSK<0> pollution .,false dilemma
the best money can buy…  (Don’t mention it’s expensive and often needs repair.),other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,MSK<0> can buy … ( Do n’t mention MSK<0> ’s expensive and often needs repair . ),intentional
Mr. Casal is a bad teacher because he stinks.,ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,MSK<0> is a bad teacher because MSK<0> stinks .,ad hominem
"Jill and Jane have some concerns that the rules their sorority has set are racist in character. Since Jill is a decent person, she brings her concerns up in the next meeting. The president of the sorority assures her that there is nothing wrong with the rules, since the majority of the sisters like them. Jane accepts this ruling but Jill decides to leave the sorority.",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"MSK<0> and MSK<1> have MSK<2> MSK<3> MSK<4> are racist in character . Since MSK<0> is a decent person , MSK<0> brings MSK<2> up in the next meeting . The president of MSK<4> assures MSK<0> that there is nothing wrong with MSK<3> , since the majority of the sisters like MSK<3> . MSK<1> accepts this ruling but MSK<0> decides to leave MSK<4> .",ad populum
"""I had a bad teacher once; therefore, all teachers must be bad.""",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,""" I had a MSK<0> MSK<1> once ; therefore , all MSK<1> must be MSK<0> . """,faulty generalization
"Kevin's dog scratched his leg, and that night he had a fever. Kevin concluded that his dog must have infected him with something.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"MSK<0> scratched MSK<1> leg , and that night MSK<1> had a fever . MSK<1> concluded that MSK<0> must have infected MSK<1> with something .",false causality
"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"There are more MSK<0> on the books than ever before , and more MSK<1> are being committed than ever before . Therefore , to reduce MSK<1> , we must eliminate the MSK<0> .",false causality
"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"MSK<0> score MSK<1> on MSK<2> than MSK<3> do . MSK<4> is a MSK<0> . Therefore , MSK<4> is MSK<1> at MSK<2> than Sylvia , who is a MSK<3> .",faulty generalization
Misrepresenting someone’s argument to make it easier to attack,straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,Misrepresenting MSK<0> to make MSK<0> easier to attack,fallacy of extension
"""You know me - I've taught Sunday School at your church for years, babysat your children, and served as a playground director for many summers - so you know I can run your preschool.""?",fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,""" MSK<0> MSK<1> MSK<2> - MSK<2> 've taught Sunday School at MSK<0> church for years , babysat MSK<0> children , and served as a playground director for many summers - so MSK<3> MSK<1> MSK<2> can run MSK<3> preschool . "" ?",fallacy of credibility
men don’t cry,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,men do n’t cry,faulty generalization
A real estate ad shows a happy family moving in to the home of their dreams.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,A real estate ad shows MSK<0> moving in to the home of MSK<0> dreams .,appeal to emotion
"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.",other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,"God did not create MSK<0> six thousand years ago because matter has always MSK<1> , and therefore MSK<0> has always MSK<1> .",circular reasoning
"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids.",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,"It 's common sense that if MSK<0> smack MSK<0> , coref1 will stop the bad behavior . So do n't tell MSK<1> not to hit MSK<1> kids .",intentional
"BILL CLINTON: But when Joe McCarthy went around this country attacking people’s patriotism, he was wrong. He was wrong. And a senator from Connecticut stood up to him named Prescott Bush. Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism. I was opposed to the war but I loved my country… Debate 1,
October 11, 1992
St. Louis, Missouri
What logical fallacy did Clinton’s statement employ?",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"BILL MSK<0> : But when MSK<1> went around MSK<2> , MSK<1> was MSK<3> . MSK<1> was MSK<3> . And a senator from Connecticut MSK<4> up to MSK<1> named Prescott Bush . MSK<1> was right to MSK<4> up to MSK<1> , coref3 were MSK<3> to attack MSK<5> . MSK<5> was opposed to the war but MSK<5> loved MSK<2> … Debate 1 , October 11 , 1992 St. Louis , Missouri What logical fallacy did MSK<0> ’s statement employ ?",ad hominem
"""Every time I go to sleep the sun goes down. Therefore, my sleeping causes the sun to set.""",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,""" Every time MSK<0> go to MSK<1> MSK<2> goes down . Therefore , MSK<0> MSK<1> causes MSK<2> to set . """,false causality
If I don't get this 5 point assignment done then I will fall behind in my grade and will get backed up so I can't get my other assignment done. Then I will fail the class and turn to a life of crime.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,If MSK<0> do n't get MSK<1> done then MSK<0> will fall behind in MSK<0> grade and will get backed up so MSK<0> ca n't get MSK<1> done . Then MSK<0> will fail the class and turn to a life of crime .,faulty generalization
Presents only two choices when more options exist,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,Presents only two MSK<0> when more MSK<0> exist,false dilemma
"If we keep kids from enjoying recess, eventually they will never want to preserve nature.",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"If we keep MSK<0> from enjoying recess , eventually MSK<0> will never want to preserve nature .",faulty generalization
What’s the point of making drinking illegal under the age of 21?  Kids still manage to get alcohol.,other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,What ’s the point of making drinking illegal under the MSK<0> of MSK<0> ? Kids still manage to get alcohol .,intentional
"""Cars cause more deaths than firearms do, so if we ban firearms we should also ban cars.""",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,""" MSK<0> cause more deaths than MSK<1> do , so if MSK<2> MSK<3> MSK<1> MSK<2> should also MSK<3> MSK<0> . """,fallacy of logic
"""You will never be satisfied in life if you don’t seize this opportunity. Do you want to live the rest of your years yearning to know what would have happened if you just jumped when you had the chance?"" Which appeal is the primary appeal used in this quote?",other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,""" MSK<0> will never be satisfied in life if MSK<0> do n’t seize this opportunity . Do MSK<0> want to live the rest of MSK<0> years yearning to know what would have happened if MSK<0> just jumped when MSK<0> had the chance ? "" Which MSK<1> is the primary MSK<1> used in this quote ?",appeal to emotion
SM 3: Polls concerning global warming,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,SM 3 : Polls concerning global warming,ad populum
Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<0> MSK<1> MSK<2> because MSK<2> is so MSK<3> . MSK<3> people are MSK<1> by MSK<0> .,circular reasoning
Everyone does it.  You should too.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,Everyone does it . You should too .,ad populum
"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!""",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,""" MSK<0> 's such a mean teacher and person – that 's why MSK<0> would n't raise my grade ONE percent ! """,ad hominem
"The officer told me to freeze but it was too hot out to be freezing, so I was justified in running away.",other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,"The officer told MSK<0> to MSK<1> but it was too hot out to be MSK<1> , so MSK<0> was justified in running away .",equivocation
"All boys are sports fans.
Some bakers are boys.
Therefore, some bakers are not sports fans.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"All MSK<0> are MSK<2> . MSK<3> are MSK<0> . Therefore , MSK<3> are not MSK<2> .",fallacy of logic
"You can buy the new Sensitivity perfume, or you can smell bad all day.",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,"MSK<0> can buy the new Sensitivity perfume , or MSK<0> can smell bad all day .",false dilemma
Appealing to popularity or the fact that many people do something as an attempted form of validation,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,Appealing to popularity or the fact that many people do something as an attempted form of validation,ad populum
“Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft.”,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,MSK<0> Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft . MSK<0>,fallacy of credibility
Mr. Casal was very tired because he had no energy.,other_fallacy,causalNLP_logic_edu,train,when the end of an argument comes back to the beginning without having proven itself.,education_examples,MSK<0> was very tired because MSK<0> had no energy .,circular reasoning
"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world.",other_fallacy,causalNLP_logic_edu,train,"when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",education_examples,"MSK<0> like MSK<0> MSK<2> . But MSK<0> do n’t care for aardvark MSK<1> , even though coref1 ’s the MSK<2> MSK<1> in the world .",equivocation
Habib didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,Habib did n't remember to take out the trash this morning . It will pile up and the neighbors will complain and the health inspectors will come and take away the kids .,faulty generalization
The music industry must either raise album prices or reduce pay for technicians and producers.,false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,The music industry must either raise album prices or reduce pay for technicians and producers .,false dilemma
"Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"MSK<0> people believed in MSK<1> to explain natural phenomena . We have science , and are not MSK<0> anymore . Therefore , there is no MSK<1> .",ad hominem
"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life.",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,"Either MSK<0> can save MSK<0> money to buy a new car for MSK<0> , or MSK<0> can just take an Uber around for the rest of MSK<0> life .",false dilemma
Why did the blond cross the road?  Because she saw a shoe sale!,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,Why did the blond cross the road ? Because she saw a shoe sale !,faulty generalization
"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster.",other_fallacy,causalNLP_logic_edu,train,statement that jumps to a conclusion implying a causal relationship without supporting evidence,education_examples,"MSK<0> can not blame MSK<1> for a rain MSK<2> just because every time MSK<1> go with MSK<0> to a MSK<6> it storms and play is MSK<2> . Likewise , the fact that MSK<3> bought MSK<5> before MSK<3> pitched a winning MSK<6> does not mean that MSK<5> cause MSK<3> to throw faster .",false causality
"The phrase, ""Almost everyone that was asked said that McDonalds is better than Burger King, so it must be true,"" represents which fallacy?",other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,"The phrase , "" Almost everyone that was asked said that MSK<0> is better than Burger King , so MSK<0> must be true , "" represents which fallacy ?",ad populum
"The school is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously, we shouldn’t risk anyone’s safety, so we must tear the building down.”",false_dilemma,causalNLP_logic_edu,train,presenting only two options or sides when there are many options or sides.,education_examples,"MSK<0> is in bad shape . Either MSK<1> MSK<2> MSK<0> down and put up MSK<3> , or MSK<1> continue to MSK<4> students ’ MSK<5> . Obviously , MSK<1> should n’t MSK<4> anyone ’s MSK<5> , so MSK<1> must MSK<2> MSK<3> down . ”",false dilemma
"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees.",other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,"MSK<0> are like MSK<1> . Just as MSK<1> must be hit in the head in order to make MSK<0> work , so must employees .",fallacy of logic
"""Good morning! Have you gotten over the grouchy mood you were in?""",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,""" Good morning ! Have MSK<0> gotten over the grouchy mood MSK<0> were in ? """,intentional
"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?",other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,"Dean , the company MSK<0> work for just filed for bankruptcy ! How can I trust MSK<0> with our money ?",faulty generalization
The house is white; therefore it must be big,other_fallacy,causalNLP_logic_edu,train,an error in the logical structure of an argument.,education_examples,MSK<0> is white ; therefore MSK<0> must be big,fallacy of logic
This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,MSK<0> is using which type of persuasive appeal ? MSK<0> has a picture which might make people feel sad .,appeal to emotion
"Mom: (looking at report card) How do you have an F in English?!
Son: I don’t know.  Did you see that loaded the dishwasher?  I was about to go mow the lawn.  Need me to do anything else?",other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,Mom : ( looking at report card ) How do MSK<0> have an F in English ?! Son : MSK<0> do n’t know . Did MSK<0> see that loaded the dishwasher ? MSK<0> was about to go mow the lawn . Need MSK<0> to do anything else ?,fallacy of relevance
A smoke screen to cover the truth; a clue that is misleading or distracting.,other_fallacy,causalNLP_logic_edu,train,introducing premises or conclusions that have nothing to do with the subject matter.,education_examples,A smoke screen to cover the truth ; a clue that is misleading or distracting .,fallacy of relevance
"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church",other_fallacy,causalNLP_logic_edu,train,some intentional (sometimes subconscious) action/choice to incorrectly support an argument,education_examples,"MSK<0> being a moral man , being married and loving MSK<0> daughter ; talking about the Bible ; going to church",intentional
Asking a respected scientist to weigh in on matters of economics is what fallacy?,fallacy_of_credibility,causalNLP_logic_edu,train,attempts to disprove an argument by attacking the character of the speaker.,education_examples,Asking a respected scientist to weigh in on matters of economics is what fallacy ?,fallacy of credibility
We think that Malltime will be a success because all little girls like shopping.,other_fallacy,causalNLP_logic_edu,train,an informal fallacy wherein a conclusion is drawn about all or many instances of a phenomenon on the basis of one or a few instances of that phenomenon. is an example of jumping to conclusions.,education_examples,We think that Malltime will be a success because all little girls like shopping .,faulty generalization
Evolution is the idea that humans come from pond scum.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,Evolution is the idea that humans come from pond scum .,appeal to emotion
Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.,other_fallacy,causalNLP_logic_edu,train,a fallacious argument which is based on affirming that something is real or better because the majority thinks so,education_examples,MSK<0> likes to MSK<1> and would rather do that than MSK<3> . MSK<0> friends make fun of MSK<0> and tell MSK<0> that MSK<1> is for nerds . MSK<0> stops MSK<1> so much and starts to MSK<3> more .,ad populum
"The research and reasoning that supposedly supports (or that supposedly discredits) this intervention are a joke. The researchers are people who are not methodologically sophisticated and there have been rumors--I have no idea whether they're true or not--that they faked some of the data. The advocates (or opponents) of this intervention are the worst kind of sloppy thinkers. They are fanatical adherents who already have their minds made up; they've become true believers in their cause. They make arguments only a stupid person would accept, and mistakes in reasoning that would make an undergrad psych major blush. These are not the kind of people who deserve to be taken seriously.",ad_hominem,causalNLP_logic_edu,train,"instead of addressing someone's argument or position, you irrelevantly attack the person or some aspect of the person who is making the argument.",education_examples,"The research and MSK<0> that MSK<1> supports ( or that MSK<1> discredits ) MSK<2> are a joke . MSK<3> are MSK<4> who are not methodologically sophisticated and there have been rumors MSK<5> I have no idea whether MSK<3> 're MSK<6> or not MSK<5> that MSK<3> faked some of the data . MSK<7> MSK<2> are the worst MSK<8> of sloppy thinkers . MSK<7> are fanatical adherents who already have MSK<7> minds made up ; MSK<7> 've become MSK<6> believers in MSK<7> cause . MSK<7> make arguments only a stupid person would accept , and mistakes in MSK<0> that would make an undergrad psych major blush . MSK<7> are not the MSK<8> of MSK<4> who deserve to be taken seriously .",ad hominem
It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument .,appeal to emotion
"Person 1: Bicycle infrastructure should be expanded because cycling is a sustainable mode of transportation. 
Person 2: We should not build bike lanes because cyclists run red lights and endanger pedestrians.",straw_man,causalNLP_logic_edu,train,attacking an exaggerated or caricatured version of your opponent's position.,education_examples,MSK<2> : MSK<1> infrastructure should be expanded because MSK<1> is a sustainable mode of transportation . MSK<2> : We should not build MSK<1> lanes because MSK<1> run red lights and endanger pedestrians .,fallacy of extension
A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.,other_fallacy,causalNLP_logic_edu,train,manipulation of the recipient's emotions in order to win an argument,education_examples,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need .,appeal to emotion
